,productivity,utility,coverage,harmonic_mean
zaznamenává výskyt,0.1,0.0667,0.0004,0.0009
"český obchodník,",0.1,0.0667,0.0004,0.0009
Odboráři ČEZu,0.1,0.0667,0.0004,0.0009
Columbie byly,0.1,0.0667,0.0004,0.0009
Odboráři podporují,0.1,0.0667,0.0004,0.0009
Oblíbenosti se,0.1,0.0667,0.0004,0.0009
Objem všech,0.1,0.0667,0.0004,0.0009
českém trhu,0.1,0.0667,0.0004,0.0009
OSN se,0.1,0.0667,0.0004,0.0009
Německu je,0.1,0.0667,0.0004,0.0009
Lidovci volají,0.1,0.0667,0.0004,0.0009
premiér Ajád,0.1,0.0667,0.0004,0.0009
a Filipínám,0.1,0.0667,0.0004,0.0009
se sedmi,0.1,0.0667,0.0004,0.0009
se rozhodl,0.1,0.0667,0.0004,0.0009
městem Bahamského,0.1,0.0667,0.0004,0.0009
městě evropské,0.1,0.0667,0.0004,0.0009
městě hostováním,0.1,0.0667,0.0004,0.0009
městě přejdou,0.1,0.0667,0.0004,0.0009
městě Španělska,0.1,0.0667,0.0004,0.0009
měsíci odbavilo,0.1,0.0667,0.0004,0.0009
"na 30,2",0.1,0.0667,0.0004,0.0009
na Frýdecko-Místecku,0.1,0.0667,0.0004,0.0009
na Kladně,0.1,0.0667,0.0004,0.0009
na Klatovsku,0.1,0.0667,0.0004,0.0009
na Massachusettském,0.1,0.0667,0.0004,0.0009
se neobává,0.1,0.0667,0.0004,0.0009
na Slovensko,0.1,0.0667,0.0004,0.0009
% studentů,0.1,0.0667,0.0004,0.0009
města z,0.1,0.0667,0.0004,0.0009
se smrt,0.1,0.0667,0.0004,0.0009
na infrastrukturu,0.1,0.0667,0.0004,0.0009
mít v,0.1,0.0667,0.0004,0.0009
se účastní,0.1,0.0667,0.0004,0.0009
mohou diváci,0.1,0.0667,0.0004,0.0009
motivuje zaměstnance,0.1,0.0667,0.0004,0.0009
"motorkáři, padl",0.1,0.0667,0.0004,0.0009
možným poškozením,0.1,0.0667,0.0004,0.0009
mu ukradlo,0.1,0.0667,0.0004,0.0009
"muklů, který",0.1,0.0667,0.0004,0.0009
muzeum vrátilo,0.1,0.0667,0.0004,0.0009
má kvůli,0.1,0.0667,0.0004,0.0009
se vyšetřila,0.1,0.0667,0.0004,0.0009
se vyráběly,0.1,0.0667,0.0004,0.0009
má vítěze,0.1,0.0667,0.0004,0.0009
se ukrýval,0.1,0.0667,0.0004,0.0009
se svými,0.1,0.0667,0.0004,0.0009
se stal,0.1,0.0667,0.0004,0.0009
na Technologickém,0.1,0.0667,0.0004,0.0009
na jeho,0.1,0.0667,0.0004,0.0009
největší krušnohorské,0.1,0.0667,0.0004,0.0009
nabízí rekordně,0.1,0.0667,0.0004,0.0009
navrahl sochař,0.1,0.0667,0.0004,0.0009
nazvanou Velká,0.1,0.0667,0.0004,0.0009
s energiemi,0.1,0.0667,0.0004,0.0009
nebezpečné potraviny,0.1,0.0667,0.0004,0.0009
nechce dále,0.1,0.0667,0.0004,0.0009
"nechce, aby",0.1,0.0667,0.0004,0.0009
nechvalnou pověst,0.1,0.0667,0.0004,0.0009
s Lidovci,0.1,0.0667,0.0004,0.0009
s Irákem,0.1,0.0667,0.0004,0.0009
nedošlo ke,0.1,0.0667,0.0004,0.0009
neděli uskuteční,0.1,0.0667,0.0004,0.0009
nehodlá ukončit,0.1,0.0667,0.0004,0.0009
nejela v,0.1,0.0667,0.0004,0.0009
nejnovějšími vojenskými,0.1,0.0667,0.0004,0.0009
nejrůznější interprety,0.1,0.0667,0.0004,0.0009
nabízí stipendia,0.1,0.0667,0.0004,0.0009
s vyšetřovatelem,0.1,0.0667,0.0004,0.0009
na kampani,0.1,0.0667,0.0004,0.0009
na českém,0.1,0.0667,0.0004,0.0009
na koupi,0.1,0.0667,0.0004,0.0009
na kulturu,0.1,0.0667,0.0004,0.0009
na maďarskou,0.1,0.0667,0.0004,0.0009
na prezidenta,0.1,0.0667,0.0004,0.0009
na předvánoční,0.1,0.0667,0.0004,0.0009
na skladování,0.1,0.0667,0.0004,0.0009
se Kanada,0.1,0.0667,0.0004,0.0009
se 8,0.1,0.0667,0.0004,0.0009
na snižování,0.1,0.0667,0.0004,0.0009
na svou,0.1,0.0667,0.0004,0.0009
"na tom,",0.1,0.0667,0.0004,0.0009
na univerzitě,0.1,0.0667,0.0004,0.0009
na válku,0.1,0.0667,0.0004,0.0009
sboru z,0.1,0.0667,0.0004,0.0009
na zaměstnance,0.1,0.0667,0.0004,0.0009
mohli vidět,0.1,0.0667,0.0004,0.0009
moderní jazykovědy,0.1,0.0667,0.0004,0.0009
sedm postav,0.1,0.0667,0.0004,0.0009
kulturu města,0.1,0.0667,0.0004,0.0009
května 1994,0.1,0.0667,0.0004,0.0009
současný předseda,0.1,0.0667,0.0004,0.0009
května 2002,0.1,0.0667,0.0004,0.0009
souzený za,0.1,0.0667,0.0004,0.0009
soutěží se,0.1,0.0667,0.0004,0.0009
kvůli únosům,0.1,0.0667,0.0004,0.0009
soutěži Brněnské,0.1,0.0667,0.0004,0.0009
let stříhá,0.1,0.0667,0.0004,0.0009
let zemřel,0.1,0.0667,0.0004,0.0009
soukromou cestu,0.1,0.0667,0.0004,0.0009
letech minulého,0.1,0.0667,0.0004,0.0009
lety odcizil,0.1,0.0667,0.0004,0.0009
soudem v,0.1,0.0667,0.0004,0.0009
liberijský diktátor,0.1,0.0667,0.0004,0.0009
liberijský vůdce,0.1,0.0667,0.0004,0.0009
kvalitu vody,0.1,0.0667,0.0004,0.0009
kteří plánují,0.1,0.0667,0.0004,0.0009
mluvčí společnosti,0.1,0.0667,0.0004,0.0009
spojeneckým státům,0.1,0.0667,0.0004,0.0009
starého kontinentu,0.1,0.0667,0.0004,0.0009
"starostka prohlásila,",0.1,0.0667,0.0004,0.0009
stanul před,0.1,0.0667,0.0004,0.0009
stal terčem,0.1,0.0667,0.0004,0.0009
kritiky za,0.1,0.0667,0.0004,0.0009
kritiky ze,0.1,0.0667,0.0004,0.0009
sprna 2009,0.1,0.0667,0.0004,0.0009
krušnohorské továrny,0.1,0.0667,0.0004,0.0009
spoluúčasti na,0.1,0.0667,0.0004,0.0009
které mu,0.1,0.0667,0.0004,0.0009
společnosti vyřazují,0.1,0.0667,0.0004,0.0009
které vyhrály,0.1,0.0667,0.0004,0.0009
společnosti ArcelorMittal,0.1,0.0667,0.0004,0.0009
který navrahl,0.1,0.0667,0.0004,0.0009
který už,0.1,0.0667,0.0004,0.0009
sofistikovaných zbraní,0.1,0.0667,0.0004,0.0009
likvidaci symbolizuje,0.1,0.0667,0.0004,0.0009
"sochař Zoubek,",0.1,0.0667,0.0004,0.0009
loni dostaly,0.1,0.0667,0.0004,0.0009
mezinárodním soudem,0.1,0.0667,0.0004,0.0009
miliardy korun,0.1,0.0667,0.0004,0.0009
"miliardy korun,",0.1,0.0667,0.0004,0.0009
skladování vody,0.1,0.0667,0.0004,0.0009
silnice vznikla,0.1,0.0667,0.0004,0.0009
milionu korun,0.1,0.0667,0.0004,0.0009
mimo Kladno,0.1,0.0667,0.0004,0.0009
si připomněli,0.1,0.0667,0.0004,0.0009
sezóně jen,0.1,0.0667,0.0004,0.0009
ministra obrany,0.1,0.0667,0.0004,0.0009
minulého století,0.1,0.0667,0.0004,0.0009
"minut nepoleví,",0.1,0.0667,0.0004,0.0009
sedí František,0.1,0.0667,0.0004,0.0009
sedmém měsíci,0.1,0.0667,0.0004,0.0009
sedmi postavami,0.1,0.0667,0.0004,0.0009
mezinárodní organizace,0.1,0.0667,0.0004,0.0009
skoro 600,0.1,0.0667,0.0004,0.0009
skupin vyšla,0.1,0.0667,0.0004,0.0009
"lítost Číně,",0.1,0.0667,0.0004,0.0009
loni podpořil,0.1,0.0667,0.0004,0.0009
snižování daní,0.1,0.0667,0.0004,0.0009
loni u,0.1,0.0667,0.0004,0.0009
lyžařského střediska,0.1,0.0667,0.0004,0.0009
snadněji čerpat,0.1,0.0667,0.0004,0.0009
lékařskou pomoc,0.1,0.0667,0.0004,0.0009
smlouvy na,0.1,0.0667,0.0004,0.0009
menší než,0.1,0.0667,0.0004,0.0009
slyšet nejrůznější,0.1,0.0667,0.0004,0.0009
matematiky loni,0.1,0.0667,0.0004,0.0009
maturity propadlo,0.1,0.0667,0.0004,0.0009
maďarskou hlavu,0.1,0.0667,0.0004,0.0009
slavnosti se,0.1,0.0667,0.0004,0.0009
slavnost se,0.1,0.0667,0.0004,0.0009
nejvíce od,0.1,0.0667,0.0004,0.0009
rybníků je,0.1,0.0667,0.0004,0.0009
kořist pouze,0.1,0.0667,0.0004,0.0009
plavání bude,0.1,0.0667,0.0004,0.0009
protipovodňovým opatřením,0.1,0.0667,0.0004,0.0009
proti ruskému,0.1,0.0667,0.0004,0.0009
plácku u,0.1,0.0667,0.0004,0.0009
plánuje k,0.1,0.0667,0.0004,0.0009
plánují odvykání,0.1,0.0667,0.0004,0.0009
protektorátním koncentračním,0.1,0.0667,0.0004,0.0009
prostředí zbraní,0.1,0.0667,0.0004,0.0009
po neúspěchu,0.1,0.0667,0.0004,0.0009
pod Palmovkou,0.1,0.0667,0.0004,0.0009
pod Petřínem,0.1,0.0667,0.0004,0.0009
pod společnost,0.1,0.0667,0.0004,0.0009
propusil bývalého,0.1,0.0667,0.0004,0.0009
propadlo více,0.1,0.0667,0.0004,0.0009
podle Slovenska,0.1,0.0667,0.0004,0.0009
podle mluvčí,0.1,0.0667,0.0004,0.0009
plně způsobilý,0.1,0.0667,0.0004,0.0009
planety za,0.1,0.0667,0.0004,0.0009
podlehlo otravě,0.1,0.0667,0.0004,0.0009
parlamentu za,0.1,0.0667,0.0004,0.0009
oproti západní,0.1,0.0667,0.0004,0.0009
organizovaném Augusto,0.1,0.0667,0.0004,0.0009
před ústupky,0.1,0.0667,0.0004,0.0009
před premiérou,0.1,0.0667,0.0004,0.0009
před možným,0.1,0.0667,0.0004,0.0009
před mezinárodním,0.1,0.0667,0.0004,0.0009
před 13,0.1,0.0667,0.0004,0.0009
pít dostatek,0.1,0.0667,0.0004,0.0009
psychoanalýzy nelze,0.1,0.0667,0.0004,0.0009
otravě metanolem,0.1,0.0667,0.0004,0.0009
ozbrojených protestech,0.1,0.0667,0.0004,0.0009
padl 14,0.1,0.0667,0.0004,0.0009
padl 29,0.1,0.0667,0.0004,0.0009
první o,0.1,0.0667,0.0004,0.0009
padělky značkového,0.1,0.0667,0.0004,0.0009
podlehl onemocnění,0.1,0.0667,0.0004,0.0009
"prohlášeních tvrdí,",0.1,0.0667,0.0004,0.0009
největší podporu,0.1,0.0667,0.0004,0.0009
potraviny v,0.1,0.0667,0.0004,0.0009
potřeba vyhledat,0.1,0.0667,0.0004,0.0009
potřeby zahájit,0.1,0.0667,0.0004,0.0009
pouze v,0.1,0.0667,0.0004,0.0009
"pouze zemím,",0.1,0.0667,0.0004,0.0009
prezidentských volbách,0.1,0.0667,0.0004,0.0009
prezidentský mandát,0.1,0.0667,0.0004,0.0009
považuje hrozbu,0.1,0.0667,0.0004,0.0009
prezidenta klesly,0.1,0.0667,0.0004,0.0009
pozemků firmy,0.1,0.0667,0.0004,0.0009
prezidenta Sanders,0.1,0.0667,0.0004,0.0009
pozici generálního,0.1,0.0667,0.0004,0.0009
poznamenány komunistickou,0.1,0.0667,0.0004,0.0009
pozornost u,0.1,0.0667,0.0004,0.0009
prezident apeloval,0.1,0.0667,0.0004,0.0009
prezident Sólyom,0.1,0.0667,0.0004,0.0009
potravinářská inspekce,0.1,0.0667,0.0004,0.0009
"postavami muklů,",0.1,0.0667,0.0004,0.0009
"prohlásila, že",0.1,0.0667,0.0004,0.0009
posledním bojem,0.1,0.0667,0.0004,0.0009
podporu americké,0.1,0.0667,0.0004,0.0009
podporu od,0.1,0.0667,0.0004,0.0009
podporu pro,0.1,0.0667,0.0004,0.0009
proces neuskutečnil,0.1,0.0667,0.0004,0.0009
podporují ČEZ,0.1,0.0667,0.0004,0.0009
podpořil malé,0.1,0.0667,0.0004,0.0009
podpoří odvykání,0.1,0.0667,0.0004,0.0009
probíhá výstava,0.1,0.0667,0.0004,0.0009
problémy životního,0.1,0.0667,0.0004,0.0009
pokládá oteplování,0.1,0.0667,0.0004,0.0009
politickou kariéru,0.1,0.0667,0.0004,0.0009
politik má,0.1,0.0667,0.0004,0.0009
pro zahraniční,0.1,0.0667,0.0004,0.0009
portrét Donalda,0.1,0.0667,0.0004,0.0009
porušování lidských,0.1,0.0667,0.0004,0.0009
předsedy Jaroslava,0.1,0.0667,0.0004,0.0009
opravena z,0.1,0.0667,0.0004,0.0009
opatřením v,0.1,0.0667,0.0004,0.0009
roku 1961,0.1,0.0667,0.0004,0.0009
nezhoršují kvalitu,0.1,0.0667,0.0004,0.0009
neúspěchu v,0.1,0.0667,0.0004,0.0009
než na,0.1,0.0667,0.0004,0.0009
než objem,0.1,0.0667,0.0004,0.0009
roce 1919,0.1,0.0667,0.0004,0.0009
restaurování gobelínů,0.1,0.0667,0.0004,0.0009
restauraci v,0.1,0.0667,0.0004,0.0009
nutné odpočívat,0.1,0.0667,0.0004,0.0009
nutné pít,0.1,0.0667,0.0004,0.0009
rekordních deset,0.1,0.0667,0.0004,0.0009
nádrží v,0.1,0.0667,0.0004,0.0009
regionu za,0.1,0.0667,0.0004,0.0009
reakci svalu,0.1,0.0667,0.0004,0.0009
o pozici,0.1,0.0667,0.0004,0.0009
o protektorátním,0.1,0.0667,0.0004,0.0009
roku 1900,0.1,0.0667,0.0004,0.0009
roku 1968,0.1,0.0667,0.0004,0.0009
omezit imigraci,0.1,0.0667,0.0004,0.0009
neupravuje vyváženost,0.1,0.0667,0.0004,0.0009
nekandidovat do,0.1,0.0667,0.0004,0.0009
ruskému vojákovi,0.1,0.0667,0.0004,0.0009
nelze umístit,0.1,0.0667,0.0004,0.0009
rozpočtu na,0.1,0.0667,0.0004,0.0009
neměla vyšetřovat,0.1,0.0667,0.0004,0.0009
neměla žádné,0.1,0.0667,0.0004,0.0009
nenapsala žádnou,0.1,0.0667,0.0004,0.0009
neobchoduje s,0.1,0.0667,0.0004,0.0009
rozhodl nekandidovat,0.1,0.0667,0.0004,0.0009
neobává vojenského,0.1,0.0667,0.0004,0.0009
neodcestoval 21,0.1,0.0667,0.0004,0.0009
"nepoleví, je",0.1,0.0667,0.0004,0.0009
neposkytla pomoc,0.1,0.0667,0.0004,0.0009
nepřipojila ke,0.1,0.0667,0.0004,0.0009
nesouhlasí se,0.1,0.0667,0.0004,0.0009
o restaurování,0.1,0.0667,0.0004,0.0009
o události,0.1,0.0667,0.0004,0.0009
"obchodník, který",0.1,0.0667,0.0004,0.0009
případě potřeby,0.1,0.0667,0.0004,0.0009
od května,0.1,0.0667,0.0004,0.0009
převratu organizovaném,0.1,0.0667,0.0004,0.0009
od státu,0.1,0.0667,0.0004,0.0009
převezena také,0.1,0.0667,0.0004,0.0009
přesáhla třicet,0.1,0.0667,0.0004,0.0009
přestane dodávat,0.1,0.0667,0.0004,0.0009
odcizil skoro,0.1,0.0667,0.0004,0.0009
odklonu dopravy,0.1,0.0667,0.0004,0.0009
odmítli jihoameričtí,0.1,0.0667,0.0004,0.0009
přejdou pod,0.1,0.0667,0.0004,0.0009
odmítná zveřejnit,0.1,0.0667,0.0004,0.0009
odvykání kouření,0.1,0.0667,0.0004,0.0009
odvykání na,0.1,0.0667,0.0004,0.0009
předvánoční koncerty,0.1,0.0667,0.0004,0.0009
okupace vojsky,0.1,0.0667,0.0004,0.0009
při ozbrojených,0.1,0.0667,0.0004,0.0009
ochránců lidských,0.1,0.0667,0.0004,0.0009
ochrannou reakci,0.1,0.0667,0.0004,0.0009
objevují po,0.1,0.0667,0.0004,0.0009
obci si,0.1,0.0667,0.0004,0.0009
obhajovat prezidentský,0.1,0.0667,0.0004,0.0009
"objekt, které",0.1,0.0667,0.0004,0.0009
příležitosti Freudového,0.1,0.0667,0.0004,0.0009
příkoří způsobená,0.1,0.0667,0.0004,0.0009
objem všech,0.1,0.0667,0.0004,0.0009
objevují pouze,0.1,0.0667,0.0004,0.0009
při vojenském,0.1,0.0667,0.0004,0.0009
oblíbené pivo,0.1,0.0667,0.0004,0.0009
obyvatel budou,0.1,0.0667,0.0004,0.0009
oběťmi bitvy,0.1,0.0667,0.0004,0.0009
připomněli bitvu,0.1,0.0667,0.0004,0.0009
ocenění Milan,0.1,0.0667,0.0004,0.0009
přibývá únosů,0.1,0.0667,0.0004,0.0009
kraj nabízí,0.1,0.0667,0.0004,0.0009
kouření u,0.1,0.0667,0.0004,0.0009
vyšetřovatelem OSN,0.1,0.0667,0.0004,0.0009
cenu nazvanou,0.1,0.0667,0.0004,0.0009
cestujících za,0.1,0.0667,0.0004,0.0009
chce omezit,0.1,0.0667,0.0004,0.0009
chystá do,0.1,0.0667,0.0004,0.0009
chystá v,0.1,0.0667,0.0004,0.0009
což bylo,0.1,0.0667,0.0004,0.0009
další případ,0.1,0.0667,0.0004,0.0009
další sezóně,0.1,0.0667,0.0004,0.0009
daní a,0.1,0.0667,0.0004,0.0009
v restauraci,0.1,0.0667,0.0004,0.0009
v regionu,0.1,0.0667,0.0004,0.0009
v prezidentských,0.1,0.0667,0.0004,0.0009
den výročí,0.1,0.0667,0.0004,0.0009
deset tun,0.1,0.0667,0.0004,0.0009
deseti tunová,0.1,0.0667,0.0004,0.0009
didaktického testu,0.1,0.0667,0.0004,0.0009
cestu do,0.1,0.0667,0.0004,0.0009
v řádech,0.1,0.0667,0.0004,0.0009
v neděli,0.1,0.0667,0.0004,0.0009
v židovské,0.1,0.0667,0.0004,0.0009
byli i,0.1,0.0667,0.0004,0.0009
byli o,0.1,0.0667,0.0004,0.0009
bylo nejvíce,0.1,0.0667,0.0004,0.0009
ve vydaných,0.1,0.0667,0.0004,0.0009
byly rozdílné,0.1,0.0667,0.0004,0.0009
ve státě,0.1,0.0667,0.0004,0.0009
byly zrušeny,0.1,0.0667,0.0004,0.0009
být generálním,0.1,0.0667,0.0004,0.0009
bývalého ministra,0.1,0.0667,0.0004,0.0009
ve dvacátých,0.1,0.0667,0.0004,0.0009
během druhé,0.1,0.0667,0.0004,0.0009
ve Spojených,0.1,0.0667,0.0004,0.0009
celou škálou,0.1,0.0667,0.0004,0.0009
celém těle,0.1,0.0667,0.0004,0.0009
varoval před,0.1,0.0667,0.0004,0.0009
diktátor se,0.1,0.0667,0.0004,0.0009
disident Václav,0.1,0.0667,0.0004,0.0009
v Haagu,0.1,0.0667,0.0004,0.0009
dopravy vznikla,0.1,0.0667,0.0004,0.0009
premiér bude,0.1,0.0667,0.0004,0.0009
dostaly od,0.1,0.0667,0.0004,0.0009
dostatek tekutin,0.1,0.0667,0.0004,0.0009
drahé vstupenky,0.1,0.0667,0.0004,0.0009
dvacátých letech,0.1,0.0667,0.0004,0.0009
v Nigérii,0.1,0.0667,0.0004,0.0009
v Mradicích,0.1,0.0667,0.0004,0.0009
dále vykonávat,0.1,0.0667,0.0004,0.0009
dříve než,0.1,0.0667,0.0004,0.0009
v Litomyšli,0.1,0.0667,0.0004,0.0009
v Letech,0.1,0.0667,0.0004,0.0009
elektrárny Temelín,0.1,0.0667,0.0004,0.0009
emeritním profesorem,0.1,0.0667,0.0004,0.0009
v Krkonoších,0.1,0.0667,0.0004,0.0009
evropské dotace,0.1,0.0667,0.0004,0.0009
dopravy zavinil,0.1,0.0667,0.0004,0.0009
dopravy na,0.1,0.0667,0.0004,0.0009
disponuje celou,0.1,0.0667,0.0004,0.0009
v Rumunsku,0.1,0.0667,0.0004,0.0009
diváci ještě,0.1,0.0667,0.0004,0.0009
diváci slyšet,0.1,0.0667,0.0004,0.0009
dnes zemřel,0.1,0.0667,0.0004,0.0009
do Polska,0.1,0.0667,0.0004,0.0009
do Slovenska,0.1,0.0667,0.0004,0.0009
do války,0.1,0.0667,0.0004,0.0009
v dolních,0.1,0.0667,0.0004,0.0009
do zahraničí,0.1,0.0667,0.0004,0.0009
do šedesáti,0.1,0.0667,0.0004,0.0009
v další,0.1,0.0667,0.0004,0.0009
v bulharské,0.1,0.0667,0.0004,0.0009
dobře vybaven,0.1,0.0667,0.0004,0.0009
dochází k,0.1,0.0667,0.0004,0.0009
dolních končetinách,0.1,0.0667,0.0004,0.0009
dopadení iráckého,0.1,0.0667,0.0004,0.0009
vede vyšetřování,0.1,0.0667,0.0004,0.0009
vedené s,0.1,0.0667,0.0004,0.0009
vedení Hornbachu,0.1,0.0667,0.0004,0.0009
vykonávat svou,0.1,0.0667,0.0004,0.0009
agentura Reuters,0.1,0.0667,0.0004,0.0009
vyhrály 2,0.1,0.0667,0.0004,0.0009
agentury Fannie,0.1,0.0667,0.0004,0.0009
akcií stoupá,0.1,0.0667,0.0004,0.0009
vyhledat lékařskou,0.1,0.0667,0.0004,0.0009
vydaných prohlášeních,0.1,0.0667,0.0004,0.0009
alegorické vozy,0.1,0.0667,0.0004,0.0009
americké armády,0.1,0.0667,0.0004,0.0009
vybraného státního,0.1,0.0667,0.0004,0.0009
vybaven vojenskými,0.1,0.0667,0.0004,0.0009
vstupenky na,0.1,0.0667,0.0004,0.0009
americké základny,0.1,0.0667,0.0004,0.0009
vrátilo válečnou,0.1,0.0667,0.0004,0.0009
ani po,0.1,0.0667,0.0004,0.0009
apeloval na,0.1,0.0667,0.0004,0.0009
aby se,0.1,0.0667,0.0004,0.0009
aby nejela,0.1,0.0667,0.0004,0.0009
vedení Mezinárodní,0.1,0.0667,0.0004,0.0009
aby byly,0.1,0.0667,0.0004,0.0009
vyšetřila smrt,0.1,0.0667,0.0004,0.0009
a Lech,0.1,0.0667,0.0004,0.0009
vyřazují z,0.1,0.0667,0.0004,0.0009
a USA,0.1,0.0667,0.0004,0.0009
vyváženost zpravodajství,0.1,0.0667,0.0004,0.0009
vyučuje jazykovědu,0.1,0.0667,0.0004,0.0009
a hudební,0.1,0.0667,0.0004,0.0009
a nejnovějšími,0.1,0.0667,0.0004,0.0009
a potravinářská,0.1,0.0667,0.0004,0.0009
vysokých teplotách,0.1,0.0667,0.0004,0.0009
a prostředky,0.1,0.0667,0.0004,0.0009
vyráběly v,0.1,0.0667,0.0004,0.0009
a těžších,0.1,0.0667,0.0004,0.0009
vyrobeno Polské,0.1,0.0667,0.0004,0.0009
a zvyšování,0.1,0.0667,0.0004,0.0009
armáda zabavila,0.1,0.0667,0.0004,0.0009
armáda zasahovala,0.1,0.0667,0.0004,0.0009
volá po,0.1,0.0667,0.0004,0.0009
armády spojeneckým,0.1,0.0667,0.0004,0.0009
bude usilovat,0.1,0.0667,0.0004,0.0009
bude ve,0.1,0.0667,0.0004,0.0009
budou hlasovat,0.1,0.0667,0.0004,0.0009
budí pozornost,0.1,0.0667,0.0004,0.0009
bulharské Sofii,0.1,0.0667,0.0004,0.0009
by se,0.1,0.0667,0.0004,0.0009
vidět film,0.1,0.0667,0.0004,0.0009
viděli diváci,0.1,0.0667,0.0004,0.0009
byl usmrcen,0.1,0.0667,0.0004,0.0009
byla finská,0.1,0.0667,0.0004,0.0009
byla posledním,0.1,0.0667,0.0004,0.0009
byla převezena,0.1,0.0667,0.0004,0.0009
byla spisovatelka,0.1,0.0667,0.0004,0.0009
vedení ČEZ,0.1,0.0667,0.0004,0.0009
byla udělena,0.1,0.0667,0.0004,0.0009
bude snadněji,0.1,0.0667,0.0004,0.0009
vláda vytváří,0.1,0.0667,0.0004,0.0009
bude opravena,0.1,0.0667,0.0004,0.0009
bitvy byli,0.1,0.0667,0.0004,0.0009
volbách obhajovat,0.1,0.0667,0.0004,0.0009
volbách nehodlá,0.1,0.0667,0.0004,0.0009
volají po,0.1,0.0667,0.0004,0.0009
vojákovi Budanovi,0.1,0.0667,0.0004,0.0009
voják souzený,0.1,0.0667,0.0004,0.0009
vojsky za,0.1,0.0667,0.0004,0.0009
vojenskými zbraněmi,0.1,0.0667,0.0004,0.0009
vlády Británie,0.1,0.0667,0.0004,0.0009
vojenskými technologiemi,0.1,0.0667,0.0004,0.0009
vojenském převratu,0.1,0.0667,0.0004,0.0009
vojenského útoku,0.1,0.0667,0.0004,0.0009
bojem v,0.1,0.0667,0.0004,0.0009
bratrstva neměla,0.1,0.0667,0.0004,0.0009
vodních nádrží,0.1,0.0667,0.0004,0.0009
evropské země,0.1,0.0667,0.0004,0.0009
v Divadle,0.1,0.0667,0.0004,0.0009
stipendia pro,0.1,0.0667,0.0004,0.0009
je ruský,0.1,0.0667,0.0004,0.0009
je šéfem,0.1,0.0667,0.0004,0.0009
jednatelem firmy,0.1,0.0667,0.0004,0.0009
symbolizuje sedm,0.1,0.0667,0.0004,0.0009
jeho premiéře,0.1,0.0667,0.0004,0.0009
jen šest,0.1,0.0667,0.0004,0.0009
ještě před,0.1,0.0667,0.0004,0.0009
jihoamerickém státě,0.1,0.0667,0.0004,0.0009
jihoameričtí filmaři,0.1,0.0667,0.0004,0.0009
svými filmy,0.1,0.0667,0.0004,0.0009
jihomoravské obci,0.1,0.0667,0.0004,0.0009
svých zaměstnanců,0.1,0.0667,0.0004,0.0009
jim jednat,0.1,0.0667,0.0004,0.0009
již nechce,0.1,0.0667,0.0004,0.0009
"své zaměstance,",0.1,0.0667,0.0004,0.0009
jsme mohli,0.1,0.0667,0.0004,0.0009
je za,0.1,0.0667,0.0004,0.0009
tajemníka Severoatlantické,0.1,0.0667,0.0004,0.0009
svou politickou,0.1,0.0667,0.0004,0.0009
tajemníkem EU,0.1,0.0667,0.0004,0.0009
jazykovědu na,0.1,0.0667,0.0004,0.0009
jazykovědy bude,0.1,0.0667,0.0004,0.0009
je David,0.1,0.0667,0.0004,0.0009
testu z,0.1,0.0667,0.0004,0.0009
terčem kritiky,0.1,0.0667,0.0004,0.0009
teplotách dochází,0.1,0.0667,0.0004,0.0009
je dobře,0.1,0.0667,0.0004,0.0009
je emeritním,0.1,0.0667,0.0004,0.0009
technologickém institutu,0.1,0.0667,0.0004,0.0009
je jednatelem,0.1,0.0667,0.0004,0.0009
je menší,0.1,0.0667,0.0004,0.0009
je oblíbené,0.1,0.0667,0.0004,0.0009
je pod,0.1,0.0667,0.0004,0.0009
také do,0.1,0.0667,0.0004,0.0009
je podle,0.1,0.0667,0.0004,0.0009
svou soukromou,0.1,0.0667,0.0004,0.0009
svou funkci,0.1,0.0667,0.0004,0.0009
festivalu United,0.1,0.0667,0.0004,0.0009
kokainu ve,0.1,0.0667,0.0004,0.0009
státní ocenění,0.1,0.0667,0.0004,0.0009
státní maturity,0.1,0.0667,0.0004,0.0009
koncentračním táboře,0.1,0.0667,0.0004,0.0009
stále větších,0.1,0.0667,0.0004,0.0009
kontinentu má,0.1,0.0667,0.0004,0.0009
stále odmítná,0.1,0.0667,0.0004,0.0009
studia 15,0.1,0.0667,0.0004,0.0009
stráž starého,0.1,0.0667,0.0004,0.0009
kontroly na,0.1,0.0667,0.0004,0.0009
stránkách jsme,0.1,0.0667,0.0004,0.0009
stran v,0.1,0.0667,0.0004,0.0009
koná od,0.1,0.0667,0.0004,0.0009
stoupá díky,0.1,0.0667,0.0004,0.0009
"korun, což",0.1,0.0667,0.0004,0.0009
koupi pozemků,0.1,0.0667,0.0004,0.0009
komunistickou propagandou,0.1,0.0667,0.0004,0.0009
státu největší,0.1,0.0667,0.0004,0.0009
jsou dvojčata,0.1,0.0667,0.0004,0.0009
"státu, aby",0.1,0.0667,0.0004,0.0009
jsou horší,0.1,0.0667,0.0004,0.0009
svalu před,0.1,0.0667,0.0004,0.0009
jsou problémy,0.1,0.0667,0.0004,0.0009
k použití,0.1,0.0667,0.0004,0.0009
k přehřátí,0.1,0.0667,0.0004,0.0009
stříhá televizní,0.1,0.0667,0.0004,0.0009
kampani vedené,0.1,0.0667,0.0004,0.0009
kanceláři ředitele,0.1,0.0667,0.0004,0.0009
