,productivity,utility,coverage,harmonic_mean
Oni,0.7,0.4667,0.0,0.0
607,0.7,0.4667,0.0,0.0
side,0.7,0.4667,0.0,0.0
##ustrator,0.7,0.4667,0.0,0.0
##itz,0.7,0.4667,0.0,0.0
Fanny,0.7,0.4667,0.0,0.0
Salim,0.7,0.4667,0.0,0.0
##enty,0.7,0.4667,0.0,0.0
##gli,0.7,0.4667,0.0,0.0
heter,0.7,0.4667,0.0,0.0
Poet,0.7,0.4667,0.0,0.0
##ssel,0.7,0.4667,0.0,0.0
Seus,0.7,0.4667,0.0,0.0
have,0.7,0.4667,0.0,0.0
Blog,0.7,0.4667,0.0,0.0
kanton,0.7,0.4667,0.0,0.0
Maker,0.7,0.4667,0.0,0.0
##aros,0.7,0.4667,0.0,0.0
Platte,0.7,0.4667,0.0,0.0
Poison,0.7,0.4667,0.0,0.0
Chicken,0.7,0.4667,0.0,0.0
aki,0.7,0.4667,0.0,0.0
##DNA,0.7,0.4667,0.0,0.0
Tier,0.7,0.4667,0.0,0.0
##lga,0.7,0.4667,0.0,0.0
kai,0.7,0.4667,0.0,0.0
hasi,0.7,0.4667,0.0,0.0
1748,0.7,0.4667,0.0,0.0
R2,0.7,0.4667,0.0,0.0
Bir,0.7,0.4667,0.0,0.0
Zorro,0.7,0.4667,0.0,0.0
Rufus,0.7,0.4667,0.0,0.0
Hornet,0.7,0.4667,0.0,0.0
Clean,0.7,0.4667,0.0,0.0
##RN,0.7,0.4667,0.0,0.0
##zli,0.7,0.4667,0.0,0.0
Morrison,0.7,0.4667,0.0,0.0
##aard,0.7,0.4667,0.0,0.0
##bly,0.7,0.4667,0.0,0.0
hall,0.7,0.4667,0.0,0.0
Rubio,0.7,0.4667,0.0,0.0
Plymouth,0.7,0.4667,0.0,0.0
##inio,0.7,0.4667,0.0,0.0
Holm,0.7,0.4667,0.0,0.0
prize,0.7,0.4667,0.0,0.0
kad,0.7,0.4667,0.0,0.0
Booth,0.7,0.4667,0.0,0.0
Punjabi,0.7,0.4667,0.0,0.0
##ify,0.7,0.4667,0.0,0.0
Tracks,0.7,0.4667,0.0,0.0
1605,0.7,0.4667,0.0,0.0
##HA,0.7,0.4667,0.0,0.0
pas,0.7,0.4667,0.0,0.0
##bria,0.7,0.4667,0.0,0.0
##feste,0.7,0.4667,0.0,0.0
Marines,0.7,0.4667,0.0,0.0
1587,0.7,0.4667,0.0,0.0
Romantic,0.7,0.4667,0.0,0.0
Trail,0.7,0.4667,0.0,0.0
1556,0.7,0.4667,0.0,0.0
Maximum,0.7,0.4667,0.0,0.0
Build,0.7,0.4667,0.0,0.0
149,0.7,0.4667,0.0,0.0
piano,0.7,0.4667,0.0,0.0
Hector,0.7,0.4667,0.0,0.0
1381,0.7,0.4667,0.0,0.0
##toja,0.7,0.4667,0.0,0.0
##arde,0.7,0.4667,0.0,0.0
##WA,0.7,0.4667,0.0,0.0
1687,0.7,0.4667,0.0,0.0
Gora,0.7,0.4667,0.0,0.0
##toe,0.7,0.4667,0.0,0.0
##burgo,0.7,0.4667,0.0,0.0
##anin,0.7,0.4667,0.0,0.0
##eka,0.7,0.4667,0.0,0.0
Province,0.7,0.4667,0.0,0.0
Rota,0.7,0.4667,0.0,0.0
##ier,0.7,0.4667,0.0,0.0
1257,0.7,0.4667,0.0,0.0
162,0.7,0.4667,0.0,0.0
Cathy,0.7,0.4667,0.0,0.0
1297,0.7,0.4667,0.0,0.0
##nama,0.7,0.4667,0.0,0.0
##nji,0.7,0.4667,0.0,0.0
Papa,0.7,0.4667,0.0,0.0
Berna,0.7,0.4667,0.0,0.0
##osaurus,0.7,0.4667,0.0,0.0
Initiative,0.7,0.4667,0.0,0.0
##enz,0.7,0.4667,0.0,0.0
##mera,0.7,0.4667,0.0,0.0
##ntyre,0.7,0.4667,0.0,0.0
##ably,0.7,0.4667,0.0,0.0
kura,0.7,0.4667,0.0,0.0
##isa,0.7,0.4667,0.0,0.0
##nders,0.7,0.4667,0.0,0.0
Ricci,0.7,0.4667,0.0,0.0
##plass,0.7,0.4667,0.0,0.0
Immanuel,0.7,0.4667,0.0,0.0
fonda,0.7,0.4667,0.0,0.0
Nana,0.7,0.4667,0.0,0.0
Cunningham,0.7,0.4667,0.0,0.0
raja,0.7,0.4667,0.0,0.0
Levante,0.7,0.4667,0.0,0.0
referendum,0.7,0.4667,0.0,0.0
Nepal,0.7,0.4667,0.0,0.0
##ller,0.7,0.4667,0.0,0.0
fare,0.7,0.4667,0.0,0.0
trap,0.7,0.4667,0.0,0.0
283,0.7,0.4667,0.0,0.0
##wari,0.7,0.4667,0.0,0.0
lat,0.7,0.4667,0.0,0.0
female,0.7,0.4667,0.0,0.0
rele,0.7,0.4667,0.0,0.0
Neptune,0.7,0.4667,0.0,0.0
Assam,0.7,0.4667,0.0,0.0
Sprint,0.7,0.4667,0.0,0.0
##style,0.7,0.4667,0.0,0.0
Figures,0.7,0.4667,0.0,0.0
##uda,0.7,0.4667,0.0,0.0
##werks,0.7,0.4667,0.0,0.0
Forum,0.7,0.4667,0.0,0.0
##klub,0.7,0.4667,0.0,0.0
Bello,0.7,0.4667,0.0,0.0
Temps,0.7,0.4667,0.0,0.0
Humboldt,0.7,0.4667,0.0,0.0
Muslims,0.7,0.4667,0.0,0.0
##sea,0.7,0.4667,0.0,0.0
##crat,0.7,0.4667,0.0,0.0
##cce,0.7,0.4667,0.0,0.0
byte,0.7,0.4667,0.0,0.0
Roach,0.7,0.4667,0.0,0.0
##iary,0.7,0.4667,0.0,0.0
tap,0.7,0.4667,0.0,0.0
##rite,0.7,0.4667,0.0,0.0
koko,0.7,0.4667,0.0,0.0
Bears,0.7,0.4667,0.0,0.0
##zera,0.7,0.4667,0.0,0.0
##riba,0.7,0.4667,0.0,0.0
##gers,0.7,0.4667,0.0,0.0
##saur,0.7,0.4667,0.0,0.0
GDP,0.7,0.4667,0.0,0.0
##sata,0.7,0.4667,0.0,0.0
Coelho,0.7,0.4667,0.0,0.0
ISS,0.7,0.4667,0.0,0.0
Course,0.7,0.4667,0.0,0.0
##osoma,0.7,0.4667,0.0,0.0
##mel,0.6,0.4,0.0,0.0
Tribune,0.6,0.4,0.0,0.0
Window,0.6,0.4,0.0,0.0
Shine,0.6,0.4,0.0,0.0
vad,0.6,0.4,0.0,0.0
##hand,0.6,0.4,0.0,0.0
##bling,0.6,0.4,0.0,0.0
Shepherd,0.6,0.4,0.0,0.0
Investment,0.6,0.4,0.0,0.0
Lasse,0.6,0.4,0.0,0.0
NES,0.6,0.4,0.0,0.0
##ppen,0.6,0.4,0.0,0.0
evo,0.6,0.4,0.0,0.0
##oum,0.6,0.4,0.0,0.0
##mor,0.6,0.4,0.0,0.0
franc,0.6,0.4,0.0,0.0
Players,0.6,0.4,0.0,0.0
##orde,0.5,0.3333,0.0,0.0
NT,0.5,0.3333,0.0,0.0
##jle,0.5,0.3333,0.0,0.0
##pore,0.5,0.3333,0.0,0.0
##pene,0.5,0.3333,0.0,0.0
##xta,0.5,0.3333,0.0,0.0
##lony,0.5,0.3333,0.0,0.0
Blow,0.55,0.35,0.0,0.0
gospel,0.55,0.35,0.0,0.0
playoff,0.55,0.35,0.0,0.0
Harrington,0.55,0.35,0.0,0.0
scene,0.55,0.35,0.0,0.0
##vija,0.55,0.35,0.0,0.0
##front,0.55,0.35,0.0,0.0
Favorite,0.55,0.35,0.0,0.0
pado,0.55,0.35,0.0,0.0
expert,0.55,0.35,0.0,0.0
Raw,0.55,0.35,0.0,0.0
vrste,0.55,0.35,0.0,0.0
formule,0.55,0.35,0.0,0.0
Iz,0.55,0.35,0.0,0.0
##pun,0.55,0.35,0.0,0.0
orbita,0.5,0.3333,0.0,0.0
##ord,0.4,0.2333,0.0,0.0
Dry,0.4,0.2333,0.0,0.0
slot,0.4,0.2333,0.0,0.0
##orne,0.4,0.2333,0.0,0.0
##miste,0.4,0.2333,0.0,0.0
Why,0.4,0.2333,0.0,0.0
##bili,0.3167,0.1833,0.0,0.0
Strike,0.25,0.1167,0.0,0.0
hon,0.6,0.4,0.0,0.0
##ship,0.6,0.4,0.0,0.0
ah,0.6,0.4,0.0,0.0
##anih,0.6,0.4,0.0,0.0
##rise,0.6,0.4,0.0,0.0
##tography,0.6,0.4,0.0,0.0
hos,0.6,0.4,0.0,0.0
Together,0.6,0.4,0.0,0.0
Shadows,0.6,0.4,0.0,0.0
##leis,0.6,0.4,0.0,0.0
Champions,0.6,0.4,0.0,0.0
##tico,0.6,0.4,0.0,0.0
##rds,0.6,0.4,0.0,0.0
Grammar,0.6,0.4,0.0,0.0
1200,0.6,0.4,0.0,0.0
Midland,0.6,0.4,0.0,0.0
Middlesex,0.6,0.4,0.0,0.0
##iero,0.6,0.4,0.0,0.0
polos,0.6,0.4,0.0,0.0
Cesare,0.6,0.4,0.0,0.0
vende,0.6,0.4,0.0,0.0
##ieu,0.6,0.4,0.0,0.0
Castillo,0.6,0.4,0.0,0.0
135,0.6,0.4,0.0,0.0
Prema,0.6,0.4,0.0,0.0
Carlyle,0.6,0.4,0.0,0.0
100m,0.6,0.4,0.0,0.0
07,0.6,0.4,0.0,0.0
##GA,0.6,0.4,0.0,0.0
agenda,0.6,0.4,0.0,0.0
han,0.6,0.4,0.0,0.0
##znika,0.6,0.4,0.0,0.0
Birth,0.6,0.4,0.0,0.0
Morales,0.6,0.4,0.0,0.0
Cities,0.6,0.4,0.0,0.0
##arty,0.6,0.4,0.0,0.0
hau,0.6,0.4,0.0,0.0
##tree,0.6,0.4,0.0,0.0
Moody,0.6,0.4,0.0,0.0
Month,0.6,0.4,0.0,0.0
ort,0.6,0.4,0.0,0.0
Gera,0.6,0.4,0.0,0.0
Choi,0.6,0.4,0.0,0.0
Monsieur,0.6,0.4,0.0,0.0
biskup,0.6,0.4,0.0,0.0
presenter,0.6,0.4,0.0,0.0
Ghana,0.6,0.4,0.0,0.0
##shed,0.6,0.4,0.0,0.0
Political,0.6,0.4,0.0,0.0
##cam,0.6,0.4,0.0,0.0
##emu,0.6,0.4,0.0,0.0
##andu,0.6,0.4,0.0,0.0
##byn,0.6,0.4,0.0,0.0
Mixed,0.6,0.4,0.0,0.0
Giovanni,0.6,0.4,0.0,0.0
Rosenthal,0.6,0.4,0.0,0.0
union,0.6,0.4,0.0,0.0
ove,0.6,0.4,0.0,0.0
##dene,0.6,0.4,0.0,0.0
##iling,0.6,0.4,0.0,0.0
Prinz,0.6,0.4,0.0,0.0
##laste,0.6,0.4,0.0,0.0
##eks,0.6,0.4,0.0,0.0
others,0.6,0.4,0.0,0.0
Market,0.6,0.4,0.0,0.0
##IC,0.6,0.4,0.0,0.0
##tima,0.6,0.4,0.0,0.0
Social,0.6,0.4,0.0,0.0
##iment,0.6,0.4,0.0,0.0
Sharpe,0.6,0.4,0.0,0.0
##remo,0.6,0.4,0.0,0.0
1607,0.6,0.4,0.0,0.0
##rimi,0.6,0.4,0.0,0.0
urban,0.6,0.4,0.0,0.0
jelen,0.6,0.4,0.0,0.0
Hertfordshire,0.6,0.4,0.0,0.0
Herren,0.6,0.4,0.0,0.0
##genes,0.6,0.4,0.0,0.0
papa,0.6,0.4,0.0,0.0
Boxing,0.6,0.4,0.0,0.0
1662,0.6,0.4,0.0,0.0
1665,0.6,0.4,0.0,0.0
##geni,0.6,0.4,0.0,0.0
Hermes,0.6,0.4,0.0,0.0
penal,0.6,0.4,0.0,0.0
##ektrum,0.6,0.4,0.0,0.0
##national,0.6,0.4,0.0,0.0
##aration,0.6,0.4,0.0,0.0
plane,0.6,0.4,0.0,0.0
Meadows,0.6,0.4,0.0,0.0
placer,0.6,0.4,0.0,0.0
McKenzie,0.6,0.4,0.0,0.0
##ign,0.6,0.4,0.0,0.0
CR,0.6,0.4,0.0,0.0
un,0.6,0.4,0.0,0.0
##nberg,0.6,0.4,0.0,0.0
aired,0.6,0.4,0.0,0.0
bond,0.6,0.4,0.0,0.0
##iker,0.6,0.4,0.0,0.0
Blitz,0.6,0.4,0.0,0.0
HIV,0.6,0.4,0.0,0.0
HTML,0.6,0.4,0.0,0.0
##sje,0.6,0.4,0.0,0.0
Byrne,0.6,0.4,0.0,0.0
Byrd,0.6,0.4,0.0,0.0
151,0.6,0.4,0.0,0.0
Bye,0.6,0.4,0.0,0.0
Solid,0.6,0.4,0.0,0.0
##tista,0.6,0.4,0.0,0.0
##tis,0.6,0.4,0.0,0.0
##ninga,0.6,0.4,0.0,0.0
interna,0.6,0.4,0.0,0.0
Trouble,0.6,0.4,0.0,0.0
metri,0.6,0.4,0.0,0.0
##pid,0.6,0.4,0.0,0.0
##pf,0.6,0.4,0.0,0.0
ECW,0.6,0.4,0.0,0.0
##lyn,0.6,0.4,0.0,0.0
##hing,0.6,0.4,0.0,0.0
##cita,0.6,0.4,0.0,0.0
Sachs,0.6,0.4,0.0,0.0
##ptation,0.6,0.4,0.0,0.0
##vete,0.6,0.4,0.0,0.0
Survival,0.6,0.4,0.0,0.0
Falcons,0.6,0.4,0.0,0.0
Dort,0.6,0.4,0.0,0.0
Statistik,0.6,0.4,0.0,0.0
Dora,0.6,0.4,0.0,0.0
Doors,0.6,0.4,0.0,0.0
##vili,0.6,0.4,0.0,0.0
Fausto,0.6,0.4,0.0,0.0
Oktober,0.6,0.4,0.0,0.0
##ulen,0.6,0.4,0.0,0.0
##many,0.6,0.4,0.0,0.0
Diplomat,0.6,0.4,0.0,0.0
erg,0.6,0.4,0.0,0.0
Diploma,0.6,0.4,0.0,0.0
Did,0.6,0.4,0.0,0.0
cruise,0.6,0.4,0.0,0.0
Syria,0.6,0.4,0.0,0.0
Nya,0.6,0.4,0.0,0.0
##volve,0.6,0.4,0.0,0.0
TA,0.6,0.4,0.0,0.0
Democracy,0.6,0.4,0.0,0.0
dele,0.6,0.4,0.0,0.0
Expo,0.6,0.4,0.0,0.0
##post,0.6,0.4,0.0,0.0
##ronik,0.6,0.4,0.0,0.0
doba,0.6,0.4,0.0,0.0
##urat,0.6,0.4,0.0,0.0
##afa,0.6,0.4,0.0,0.0
Emerson,0.6,0.4,0.0,0.0
##esca,0.6,0.4,0.0,0.0
doe,0.6,0.4,0.0,0.0
##uste,0.6,0.4,0.0,0.0
##loss,0.6,0.4,0.0,0.0
Espinosa,0.6,0.4,0.0,0.0
##hert,0.6,0.4,0.0,0.0
##utati,0.6,0.4,0.0,0.0
##cine,0.6,0.4,0.0,0.0
Editore,0.6,0.4,0.0,0.0
##valiers,0.6,0.4,0.0,0.0
dong,0.6,0.4,0.0,0.0
Eugen,0.6,0.4,0.0,0.0
Europa,0.6,0.4,0.0,0.0
##erti,0.6,0.4,0.0,0.0
Safe,0.6,0.4,0.0,0.0
Sada,0.6,0.4,0.0,0.0
diari,0.6,0.4,0.0,0.0
##qe,0.6,0.4,0.0,0.0
##vant,0.6,0.4,0.0,0.0
##aging,0.6,0.4,0.0,0.0
##logo,0.6,0.4,0.0,0.0
drift,0.6,0.4,0.0,0.0
Ottoman,0.6,0.4,0.0,0.0
##ppel,0.6,0.4,0.0,0.0
##posed,0.6,0.4,0.0,0.0
proprie,0.6,0.4,0.0,0.0
Font,0.6,0.4,0.0,0.0
Teachers,0.6,0.4,0.0,0.0
Foods,0.6,0.4,0.0,0.0
Cyr,0.6,0.4,0.0,0.0
##color,0.6,0.4,0.0,0.0
SH,0.6,0.4,0.0,0.0
##rary,0.6,0.4,0.0,0.0
Nacional,0.6,0.4,0.0,0.0
Creative,0.6,0.4,0.0,0.0
quo,0.6,0.4,0.0,0.0
quan,0.6,0.4,0.0,0.0
frac,0.6,0.4,0.0,0.0
Tempo,0.6,0.4,0.0,0.0
##pito,0.6,0.4,0.0,0.0
Fowler,0.6,0.4,0.0,0.0
##cque,0.6,0.4,0.0,0.0
fundamental,0.6,0.4,0.0,0.0
Russo,0.6,0.4,0.0,0.0
##sday,0.6,0.4,0.0,0.0
##yuki,0.6,0.4,0.0,0.0
##uas,0.6,0.4,0.0,0.0
station,0.6,0.4,0.0,0.0
Mystery,0.6,0.4,0.0,0.0
Front,0.6,0.4,0.0,0.0
##ible,0.6,0.4,0.0,0.0
Speak,0.6,0.4,0.0,0.0
##pheus,0.6,0.4,0.0,0.0
Cola,0.6,0.4,0.0,0.0
DO,0.6,0.4,0.0,0.0
rebel,0.6,0.4,0.0,0.0
##vul,0.6,0.4,0.0,0.0
##worthy,0.6,0.4,0.0,0.0
Normal,0.6,0.4,0.0,0.0
Fiat,0.6,0.4,0.0,0.0
Noise,0.6,0.4,0.0,0.0
ride,0.6,0.4,0.0,0.0
##mban,0.6,0.4,0.0,0.0
##wald,0.6,0.4,0.0,0.0
fala,0.6,0.4,0.0,0.0
Dear,0.6,0.4,0.0,0.0
commerce,0.6,0.4,0.0,0.0
comeback,0.6,0.4,0.0,0.0
Nigeria,0.6,0.4,0.0,0.0
##med,0.6,0.4,0.0,0.0
Tallinn,0.6,0.4,0.0,0.0
collect,0.6,0.4,0.0,0.0
stad,0.6,0.4,0.0,0.0
coda,0.6,0.4,0.0,0.0
##hur,0.6,0.4,0.0,0.0
Daryl,0.6,0.4,0.0,0.0
##rv,0.6,0.4,0.0,0.0
##lji,0.6,0.4,0.0,0.0
Darkness,0.6,0.4,0.0,0.0
Target,0.6,0.4,0.0,0.0
##rvik,0.6,0.4,0.0,0.0
##wide,0.6,0.4,0.0,0.0
##celli,0.6,0.4,0.0,0.0
Sporting,0.6,0.4,0.0,0.0
##mento,0.6,0.4,0.0,0.0
RAW,0.6,0.4,0.0,0.0
Greta,0.6,0.4,0.0,0.0
398,0.6,0.4,0.0,0.0
##glas,0.6,0.4,0.0,0.0
##aurus,0.6,0.4,0.0,0.0
##ebe,0.6,0.4,0.0,0.0
297,0.6,0.4,0.0,0.0
##ool,0.6,0.4,0.0,0.0
Rhin,0.6,0.4,0.0,0.0
Architektur,0.6,0.4,0.0,0.0
Violet,0.6,0.4,0.0,0.0
##ean,0.6,0.4,0.0,0.0
Apache,0.6,0.4,0.0,0.0
track,0.6,0.4,0.0,0.0
land,0.6,0.4,0.0,0.0
Anh,0.6,0.4,0.0,0.0
##istra,0.6,0.4,0.0,0.0
near,0.6,0.4,0.0,0.0
##ists,0.6,0.4,0.0,0.0
413,0.6,0.4,0.0,0.0
Anglo,0.6,0.4,0.0,0.0
Landau,0.6,0.4,0.0,0.0
##odon,0.6,0.4,0.0,0.0
##giu,0.6,0.4,0.0,0.0
##oor,0.6,0.4,0.0,0.0
Irma,0.6,0.4,0.0,0.0
Won,0.6,0.4,0.0,0.0
Avenue,0.6,0.4,0.0,0.0
Shoes,0.6,0.4,0.0,0.0
numero,0.6,0.4,0.0,0.0
##rgo,0.6,0.4,0.0,0.0
Bangkok,0.6,0.4,0.0,0.0
tato,0.6,0.4,0.0,0.0
##kna,0.6,0.4,0.0,0.0
tau,0.6,0.4,0.0,0.0
Bahn,0.6,0.4,0.0,0.0
Rajasthan,0.6,0.4,0.0,0.0
##LE,0.6,0.4,0.0,0.0
Sistema,0.6,0.4,0.0,0.0
Athens,0.6,0.4,0.0,0.0
Rather,0.6,0.4,0.0,0.0
##stream,0.6,0.4,0.0,0.0
Leverkusen,0.6,0.4,0.0,0.0
##MM,0.6,0.4,0.0,0.0
248,0.6,0.4,0.0,0.0
##terie,0.6,0.4,0.0,0.0
Associates,0.6,0.4,0.0,0.0
lai,0.6,0.4,0.0,0.0
Lagos,0.6,0.4,0.0,0.0
Wolfram,0.6,0.4,0.0,0.0
##stern,0.6,0.4,0.0,0.0
##ondo,0.6,0.4,0.0,0.0
##dr,0.6,0.4,0.0,0.0
Warrior,0.6,0.4,0.0,0.0
696,0.6,0.4,0.0,0.0
Judas,0.6,0.4,0.0,0.0
##band,0.6,0.4,0.0,0.0
##rette,0.6,0.4,0.0,0.0
Wiener,0.6,0.4,0.0,0.0
Whole,0.6,0.4,0.0,0.0
Kimi,0.6,0.4,0.0,0.0
ABA,0.6,0.4,0.0,0.0
Wanna,0.6,0.4,0.0,0.0
##jana,0.6,0.4,0.0,0.0
Kada,0.6,0.4,0.0,0.0
;,0.6,0.4,0.0,0.0
Wessex,0.6,0.4,0.0,0.0
time,0.6,0.4,0.0,0.0
986,0.6,0.4,0.0,0.0
Katedra,0.6,0.4,0.0,0.0
##jd,0.6,0.4,0.0,0.0
metr,0.6,0.4,0.0,0.0
Klima,0.6,0.4,0.0,0.0
mans,0.6,0.4,0.0,0.0
Amazonas,0.6,0.4,0.0,0.0
Agnes,0.6,0.4,0.0,0.0
ll,0.6,0.4,0.0,0.0
teori,0.6,0.4,0.0,0.0
Kui,0.6,0.4,0.0,0.0
Representatives,0.6,0.4,0.0,0.0
##bai,0.6,0.4,0.0,0.0
##kare,0.6,0.4,0.0,0.0
Alexandre,0.6,0.4,0.0,0.0
Aleksandr,0.6,0.4,0.0,0.0
Alaska,0.6,0.4,0.0,0.0
##dler,0.6,0.4,0.0,0.0
moja,0.6,0.4,0.0,0.0
Kraft,0.6,0.4,0.0,0.0
##tain,0.6,0.4,0.0,0.0
Kot,0.6,0.4,0.0,0.0
Reporter,0.6,0.4,0.0,0.0
Sinclair,0.6,0.4,0.0,0.0
mam,0.6,0.4,0.0,0.0
##taka,0.6,0.4,0.0,0.0
Josep,0.6,0.4,0.0,0.0
##tasi,0.6,0.4,0.0,0.0
##ipes,0.6,0.4,0.0,0.0
995,0.6,0.4,0.0,0.0
Huffington,0.6,0.4,0.0,0.0
##renada,0.6,0.4,0.0,0.0
Bath,0.6,0.4,0.0,0.0
##tia,0.6,0.4,0.0,0.0
##PO,0.6,0.4,0.0,0.0
##RD,0.6,0.4,0.0,0.0
Maas,0.6,0.4,0.0,0.0
Used,0.6,0.4,0.0,0.0
Berger,0.6,0.4,0.0,0.0
koma,0.6,0.4,0.0,0.0
##PR,0.6,0.4,0.0,0.0
##pace,0.6,0.4,0.0,0.0
##ior,0.6,0.4,0.0,0.0
##inka,0.6,0.4,0.0,0.0
Empress,0.6,0.4,0.0,0.0
1892,0.6,0.4,0.0,0.0
1829,0.6,0.4,0.0,0.0
##stad,0.6,0.4,0.0,0.0
konte,0.6,0.4,0.0,0.0
Basic,0.6,0.4,0.0,0.0
konden,0.6,0.4,0.0,0.0
Lukas,0.6,0.4,0.0,0.0
##egos,0.6,0.4,0.0,0.0
mach,0.5,0.3333,0.0,0.0
##imber,0.5,0.3333,0.0,0.0
Apocalypse,0.5,0.3333,0.0,0.0
Chronicle,0.5,0.3333,0.0,0.0
Cassius,0.5,0.3333,0.0,0.0
extremo,0.5,0.3333,0.0,0.0
##cendent,0.5,0.3333,0.0,0.0
##shin,0.5,0.3333,0.0,0.0
1651,0.4,0.2667,0.0,0.0
CA,0.4,0.2667,0.0,0.0
##ulos,0.45,0.2833,0.0,0.0
FL,0.45,0.2833,0.0,0.0
Malo,0.45,0.2833,0.0,0.0
##sada,0.5,0.3333,0.0,0.0
con,0.5,0.3333,0.0,0.0
##cev,0.5,0.3333,0.0,0.0
Norris,0.5,0.3333,0.0,0.0
rivals,0.5,0.3333,0.0,0.0
##jung,0.5,0.3333,0.0,0.0
##are,0.5,0.3333,0.0,0.0
581,0.5,0.3333,0.0,0.0
##yat,0.5,0.3333,0.0,0.0
Bowling,0.5,0.3333,0.0,0.0
##gus,0.5,0.3333,0.0,0.0
Kramer,0.5,0.3333,0.0,0.0
kabi,0.5,0.3333,0.0,0.0
##rar,0.5,0.3333,0.0,0.0
Albums,0.5,0.3333,0.0,0.0
reti,0.5,0.3333,0.0,0.0
Stadium,0.5,0.3333,0.0,0.0
##tail,0.5,0.3333,0.0,0.0
tout,0.5,0.3333,0.0,0.0
##ologe,0.5,0.3333,0.0,0.0
comu,0.5,0.3333,0.0,0.0
spend,0.5,0.3333,0.0,0.0
##rud,0.5,0.3333,0.0,0.0
ropa,0.5,0.3333,0.0,0.0
Oaks,0.5,0.3333,0.0,0.0
##mau,0.5,0.3333,0.0,0.0
##AT,0.5,0.3333,0.0,0.0
##books,0.5,0.3333,0.0,0.0
Willem,0.5,0.3333,0.0,0.0
without,0.5,0.3333,0.0,0.0
Hof,0.5,0.3333,0.0,0.0
Northern,0.5,0.3333,0.0,0.0
##voru,0.5,0.3333,0.0,0.0
##ssy,0.5,0.3333,0.0,0.0
Notice,0.5,0.3333,0.0,0.0
##eg,0.5,0.3333,0.0,0.0
Ferris,0.5,0.3333,0.0,0.0
ST,0.5,0.3333,0.0,0.0
limbi,0.5,0.3333,0.0,0.0
Princeton,0.5,0.3333,0.0,0.0
##azuje,0.5,0.3333,0.0,0.0
Jakuba,0.5,0.3333,0.0,0.0
##tiary,0.5,0.3333,0.0,0.0
filosof,0.5,0.3333,0.0,0.0
tone,0.5,0.3333,0.0,0.0
##diti,0.5,0.3333,0.0,0.0
SMS,0.5,0.3333,0.0,0.0
##west,0.5,0.3333,0.0,0.0
456,0.5,0.3333,0.0,0.0
##cend,0.5,0.3333,0.0,0.0
##onsa,0.5,0.3333,0.0,0.0
##ites,0.5,0.3333,0.0,0.0
##rive,0.5,0.3333,0.0,0.0
Dartmouth,0.5,0.3333,0.0,0.0
chica,0.5,0.3333,0.0,0.0
refer,0.5,0.3333,0.0,0.0
Sem,0.5,0.3333,0.0,0.0
##falls,0.5,0.3333,0.0,0.0
##riva,0.5,0.3333,0.0,0.0
##iten,0.5,0.3333,0.0,0.0
485,0.5,0.3333,0.0,0.0
D1,0.5,0.3333,0.0,0.0
Reprise,0.5,0.3333,0.0,0.0
Manager,0.5,0.3333,0.0,0.0
490,0.5,0.3333,0.0,0.0
Witt,0.5,0.3333,0.0,0.0
Ninja,0.5,0.3333,0.0,0.0
Forrest,0.5,0.3333,0.0,0.0
##rang,0.5,0.3333,0.0,0.0
Formation,0.5,0.3333,0.0,0.0
multimedia,0.5,0.3333,0.0,0.0
##rul,0.5,0.3333,0.0,0.0
mural,0.5,0.3333,0.0,0.0
SI,0.5,0.3333,0.0,0.0
Smile,0.5,0.3333,0.0,0.0
regular,0.5,0.3333,0.0,0.0
fon,0.5,0.3333,0.0,0.0
fe,0.5,0.3333,0.0,0.0
yard,0.5,0.3333,0.0,0.0
fer,0.5,0.3333,0.0,0.0
Border,0.5,0.3333,0.0,0.0
##play,0.5,0.3333,0.0,0.0
##bah,0.5,0.3333,0.0,0.0
Pizza,0.5,0.3333,0.0,0.0
SP,0.5,0.3333,0.0,0.0
Lok,0.5,0.3333,0.0,0.0
ML,0.5,0.3333,0.0,0.0
Holding,0.5,0.3333,0.0,0.0
##erto,0.5,0.3333,0.0,0.0
tipe,0.5,0.3333,0.0,0.0
##tana,0.5,0.3333,0.0,0.0
##NT,0.5,0.3333,0.0,0.0
Sims,0.5,0.3333,0.0,0.0
##kust,0.5,0.3333,0.0,0.0
Kern,0.5,0.3333,0.0,0.0
organisme,0.5,0.3333,0.0,0.0
##21,0.5,0.3333,0.0,0.0
##vani,0.5,0.3333,0.0,0.0
##vara,0.5,0.3333,0.0,0.0
847,0.5,0.3333,0.0,0.0
diagnostic,0.5,0.3333,0.0,0.0
Kind,0.5,0.3333,0.0,0.0
##onde,0.5,0.3333,0.0,0.0
Event,0.5,0.3333,0.0,0.0
##logen,0.5,0.3333,0.0,0.0
##vasi,0.5,0.3333,0.0,0.0
Kingston,0.5,0.3333,0.0,0.0
##puri,0.5,0.3333,0.0,0.0
747,0.5,0.3333,0.0,0.0
drive,0.5,0.3333,0.0,0.0
##bber,0.5,0.3333,0.0,0.0
Estonian,0.5,0.3333,0.0,0.0
##hig,0.5,0.3333,0.0,0.0
##onia,0.5,0.3333,0.0,0.0
##loos,0.5,0.3333,0.0,0.0
Sarkozy,0.5,0.3333,0.0,0.0
Kazan,0.5,0.3333,0.0,0.0
Kawas,0.5,0.3333,0.0,0.0
##rier,0.5,0.3333,0.0,0.0
